HUZ649701.90286	gi|1001942081|gb|131489-132374(+)
HMPREF9694_04971	mge|2497.1|13407-14712(+)
HMPREF9689_03783	mge|2023.1|0-1260(-)
HMPREF9694_02250	mge|2023.1|0-1260(-)
645290218	mge|2672.1|68423-69743(+)
HMPREF0663_11284	mge|2693.1|6904201-6904996(-)
HUZ239420.7619	mge|2693.1|6904201-6904996(-)
651626040	gi|148763412|gb|11005-11470(+)
HUZ636416.3438	mge|2693.1|7936103-7937741(+)
EM14W10D3.246	gi|564271183|gb|6923-7670(+)
HUZ237575.33539	mge|2621.1|38965-40972(+)
HUZ646173.21156	gi|823079903|gb|2354-3545(+)
HUZ252652.17600	mge|2654.1|17474-20309(+)
2512478347	gi|670143009|gb|108638-109622(+)
HUZ648375.21574	mge|2129.1|21837-22656(+)
648017252	mge|2672.1|79433-80954(-)
2514649336	mge|2693.1|8223014-8224475(-)
AYAC06W6D6.119	gi|5730257|emb|29338-33790(+)
HUZ647004.74694	gi|823079903|gb|2354-3545(+)
HUZ239707.1524	gi|953699450|gb|20729-21809(+)
HMPREF0010_03097	mge|2516.1|3776-4226(+)
CHARM018_V2.38815	mge|2654.1|23992-25555(-)
648047937	mge|2087.1|19595-20849(-)
2512475734	mge|2087.1|19595-20849(-)
SRS015054.3172-T1-C	gi|823079903|gb|107-2234(+)
HUZ644405.84026	gi|148763412|gb|11005-11470(+)
414_050806.5433	gi|314912616|gb|130-652(+)
651137756	gi|89891904|gb|13352-13970(+)
VM033.38039	gi|918360239|gb|64938-65901(+)
CHARM180_V1.21456	mge|2667.1|8121-9750(-)
414_050806.53593	mge|2693.1|6524983-6526429(-)
CHARM180_V1.45342	mge|2693.1|8221391-8222957(-)
VM033.11058	mge|2700.1|14391-14592(+)
423_071706.3293	gi|38731416|gb|5731-6493(+)
648815816	mge|2753.1|15364-16942(-)
2638610886	mge|2124.1|6867-8220(+)
HMPREF9689_05198	gi|555924062|gb|12351-12903(+)
HUZ621105.19135	gi|928543781|gb|13750-15328(+)
650312685	mge|2276.1|25650-26241(+)
HUZ265136.22441	mge|2364.1|11257-11836(+)
CHARM066_V2.4074	mge|2693.1|7239361-7240000(+)
CHARM018_V2.25182	gi|45504618|gb|13361-14591(+)
CHARM170_V2.57149	gi|738492644|gb|40721-41762(-)
HUZ268380.4900	mge|2755.1|25902-27078(-)
2512476398	mge|2654.1|23992-25555(-)
2522075318	mge|2654.1|23992-25555(-)
650431832	mge|2654.1|23992-25555(-)
HUZ432496.2095	gi|291164970|gb|15743-17489(+)
645288835	mge|2672.1|6136-7027(+)
650312708	mge|2428.1|2755-5014(-)
HUZ649701.49223	gi|641468695|gb|125296-125668(+)
HUZ614244.26653	gi|670139808|gb|23846-26144(-)
2600972447	gi|451937291|gb|85-913(+)
HUZ646173.22604	mge|2087.1|35789-36452(-)
HUZ621105.16880	mge|2693.1|7526372-7528430(+)
CHARM010_V1.25130	gi|823079903|gb|2354-3545(+)
2512477177	gi|670143009|gb|108638-109622(+)
2522075580	gi|670143009|gb|108638-109622(+)
HUZ239360.21335	gi|670143009|gb|108638-109622(+)
642721706	mge|2693.1|598329-599580(+)
2520356253	mge|2693.1|7239361-7240000(+)
CHARM018_V2.66720	mge|2693.1|8238611-8241194(-)
HUZ648375.4144	mge|2753.1|15364-16942(-)
CHARM170_V2.11777	mge|2249.1|6460-7969(-)
HUZ646173.46651	gi|451937291|gb|2457-2964(-)
HUZ643630.36343	gi|735998882|gb|22511-22679(-)
HMPREF0693_3690	gi|738492161|gb|44142-44427(+)
401_022506.7064	gi|921957452|gb|125-542(-)
HUZ270021.66937	gi|921957892|gb|23522-23936(-)
CHARM018_V2.19280	gi|974131431|gb|11343-13065(+)
HMPREF9689_05572	mge|2235.1|34780-35065(+)
CHARM110_V2.28428	mge|2249.1|6460-7969(-)
HUZ621105.6837	mge|2364.1|11257-11836(+)
414_050806.1745	mge|2364.1|11257-11836(+)
2625497139	mge|2364.1|11257-11836(+)
2600965607	mge|2364.1|11257-11836(+)
CHARM180_V1.18151	mge|2693.1|6900710-6901277(+)
HUZ252644.15492	mge|2693.1|7239361-7240000(+)
642760801	mge|2693.1|8115378-8115840(-)
HUZ235500.17191	gi|314912616|gb|130-652(+)
CHARM144_V2.49003	gi|820833772|gb|11676-13431(+)
HUZ243262.11132	mge|2438.1|5771-7157(-)
CHARM170_V2.43378	mge|2693.1|7141030-7142923(+)
HUZ651102.48634	gi|344196584|gb|9698-12605(+)
CHARM020_V2.468	gi|215536964|gb|20807-21929(+)
2512477504	gi|451937291|gb|6525-7389(-)
2511725158	mge|2693.1|8221391-8222957(-)
2517207956	mge|2693.1|8221391-8222957(-)
HUZ646173.44937	gi|505833714|gb|38029-41509(-)
2539555057	gi|545609322|gb|29914-30682(+)
2507120039	gi|658305631|gb|44037-44787(-)
HUZ270022.70125	gi|823079903|gb|2354-3545(+)
CHARM010_V1.15961	mge|2485.1|24004-25567(-)
CHARM180_V1.29046	mge|2485.1|24004-25567(-)
HMPREF9689_02779	mge|2746.1|63411-64140(-)
HMPREF9694_01227	mge|2746.1|63411-64140(-)
CHARM018_V2.30080	gi|823079903|gb|2354-3545(+)
HUZ433604.2917	gi|451937037|gb|18480-19041(-)
2534280625	mge|2660.1|25877-26366(+)
HMPREF9689_03610	mge|2716.1|4455-5313(-)
HUZ432496.19658	gi|119225778|dbj|40248-41895(+)
HUZ651102.52773	gi|193201300|gb|36640-38404(+)
2541321020	gi|22217797|emb|24614-24860(+)
2536313416	gi|402760677|gb|1837-2749(-)
HUZ240763.3169	gi|95832054|gb|58390-60988(-)
2512447615	mge|2455.1|31668-33030(-)
CHARM126_V1.31935	mge|2455.1|57772-59023(-)
CHARM180_V1.11180	mge|2468.1|29485-30316(-)
HUZ649701.82404	mge|2485.1|17483-20324(+)
HUZ644405.52255	mge|2632.1|41052-41877(+)
CHARM066_V2.64249	mge|2693.1|6529175-6529709(+)
CHARM170_V2.52324	mge|2693.1|6560419-6563488(-)
2514650957	mge|2693.1|6609010-6610177(-)
2558443793	mge|2755.1|33808-34267(-)
HUZ252644.19204	gi|451939597|gb|48403-49819(+)
HUZ648375.4980	gi|451939597|gb|48403-49819(+)
414_050806.45640	mge|2693.1|6560419-6563488(-)
HUZ243262.358	gi|52631296|gb|19467-20829(+)
CHARM180_V1.28482	gi|448937614|gb|11588-12005(-)
2530838829	mge|2428.1|5010-5448(-)
648816597	mge|2654.1|23992-25555(-)
SRS020349.2086-T1-C	gi|465810542|gb|38533-39094(+)
HUZ243262.13426	gi|823079903|gb|107-2234(+)
HUZ651102.41421	mge|2693.1|6302490-6303531(-)
HUZ621105.23781	mge|2090.1|71567-73100(+)
CHARM018_V1.29933	mge|2149.1|44577-44796(+)
HUZ619089.21738	mge|2262.1|43523-44480(-)
647445781	mge|2364.1|11257-11836(+)
HUZ243262.4683	mge|2364.1|11257-11836(+)
CHARM066_V2.46522	mge|2654.1|17474-20309(+)
HUZ237575.46422	mge|2693.1|6560419-6563488(-)
AYAC06W6D6.9629	mge|2753.1|15364-16942(-)
HUZ644405.11990	mge|2087.1|19595-20849(-)
2515630631	mge|2667.1|24173-25235(+)
2539548859	gi|5730257|emb|3915-4395(+)
HUZ649701.87172	gi|1033933943|gb|14495-15563(-)
648316738	gi|62086029|gb|8817-9096(+)
423_071706.2355	mge|2609.1|29646-29922(-)
2512475854	mge|2656.1|9252-10467(-)
2534280325	mge|2693.1|492808-493120(-)
650312692	mge|2087.1|19595-20849(-)
2539555098	gi|379979844|gb|26800-27166(+)
HUZ608549.7966	gi|915983775|gb|36860-40340(-)
HMPREF0010_00006	mge|2091.1|26345-26897(-)
VM033.29489	gi|873379035|gb|88504-90730(-)
HUZ612660.2231	gi|921957452|gb|2963-7334(-)
651137751	gi|169260705|gb|10958-11276(+)
HUZ252652.1301	gi|428670858|emb|32726-33083(+)
HUZ436167.3475	mge|2398.1|12000-13884(+)
2531199238	mge|2489.1|30726-31827(+)
HUZ608549.11740	mge|2693.1|5981099-5983595(+)
HUZ650853.5662	mge|2693.1|598329-599580(+)
650087637	mge|2693.1|7222882-7224241(+)
651116156	mge|2136.1|13759-14941(+)
HUZ621105.2497	gi|451937291|gb|6525-7389(-)
VM033.16663	gi|148763412|gb|11005-11470(+)
VM319.73825	gi|974132130|gb|37752-41700(+)
HMP40_W6D2.44831	mge|2428.1|985-2362(-)
HUZ643630.48121	mge|2693.1|6541786-6543883(+)
CHARM018_V2.2362	mge|2455.1|31668-33030(-)
CHARM180_V2.4991	gi|291164970|gb|15743-17489(+)
HUZ648375.2300	gi|291164970|gb|15743-17489(+)
2600974439	mge|2090.1|70093-71551(+)
648840037	mge|2428.1|7439-9056(-)
2529738240	mge|2654.1|23992-25555(-)
647446247	gi|670143009|gb|108638-109622(+)
2535540180	mge|2621.1|38965-40972(+)
HUZ270021.21554	mge|2087.1|19595-20849(-)
HUZ237575.33552	mge|2090.1|70093-71551(+)
CHARM180_V1.38685	mge|2093.1|6195-6936(+)
VM033.24332	mge|2693.1|6609010-6610177(-)
HUZ620284.35040	mge|2693.1|8238611-8241194(-)
643833734	gi|823079903|gb|2354-3545(+)
2543465981	mge|2087.1|19595-20849(-)
SRS055298.1677-T1-C	gi|62086025|gb|25882-26860(-)
HUZ437972.43023	gi|735998820|gb|6222-7125(+)
HMPREF0358_2576	mge|2338.1|31987-32335(+)
2525740729	mge|2455.1|64394-64874(-)
CHARM066_V2.31076	mge|2249.1|6460-7969(-)
CHARM010_V1.25189	mge|2485.1|24004-25567(-)
2536321455	mge|2428.1|10244-11387(-)
651115714	gi|823079903|gb|2354-3545(+)
2515631884	mge|2490.1|9576-9933(-)
HUZ436911.62489	mge|2655.1|23890-24268(+)
651504917	mge|2672.1|12281-13142(-)
HUZ620284.45629	mge|2693.1|4295223-4296231(+)
SRS055298.1871-T1-C	mge|2693.1|6541786-6543883(+)
HMPREF0650_0901	mge|2693.1|6904201-6904996(-)
CHARM066_V2.55457	mge|2693.1|7526372-7528430(+)
HUZ608549.18387	gi|953699450|gb|20729-21809(+)
2536312975	gi|921957601|gb|39036-40482(+)
2539290887	mge|2192.1|22671-23181(-)
HUZ239360.46463	mge|2249.1|6460-7969(-)
HUZ433466.26283	mge|2485.1|24004-25567(-)
2530838826	mge|2428.1|7439-9056(-)
2515628619	mge|2667.1|24173-25235(+)
HUZ237575.46884	gi|119225778|dbj|40248-41895(+)
HUZ621105.26339	gi|238558566|gb|15648-15834(+)
HUZ235500.37498	gi|314912616|gb|130-652(+)
CHARM170_V1.48632	gi|429864706|gb|38502-40278(+)
2600978835	gi|641468695|gb|125296-125668(+)
644320427	mge|2090.1|71567-73100(+)
HUZ237575.24636	mge|2308.1|25195-25753(+)
414_050806.56799	mge|2463.1|26967-28419(+)
CHARM066_V2.59565	mge|2693.1|7114995-7116522(+)
SRS055298.3446-T1-C	mge|2693.1|7936103-7937741(+)
HMPREF0693_2009	mge|2693.1|7016899-7018051(-)
414_050806.36997	gi|371781964|emb|44659-45313(-)
CHARM170_V2.53978	gi|919050038|gb|38078-40385(+)
HUZ252644.35194	gi|408732219|gb|2403-4467(-)
648016095	mge|2293.1|6489-7953(+)
CHARM066_V2.34930	mge|2087.1|6956-8093(-)
CHARM010_V1.25509	gi|320006194|gb|37288-38038(+)
HUZ432496.14734	gi|451939597|gb|2235-3321(-)
650432457	gi|670143009|gb|108638-109622(+)
HUZ621105.593	gi|670143009|gb|108638-109622(+)
2512481514	mge|2030.1|6850-7708(+)
CHARM066_V2.53270	mge|2087.1|35789-36452(-)
HUZ650302.55298	mge|2427.1|12192-12651(-)
2517208379	mge|2636.1|46897-48259(+)
HMPREF9307_02261	gi|258598076|gb|40388-40910(+)
HMP40_W5D1.5482	mge|2693.1|8238611-8241194(-)
642647935	mge|2364.1|11257-11836(+)
HUZ650302.50907	mge|2485.1|17483-20324(+)
HMPREF0693_0613	mge|2693.1|492808-493120(-)
CHARM066_V2.49103	mge|2693.1|7897821-7899465(-)
2520355757	mge|2497.1|13407-14712(+)
CHARM120_V1.7630	gi|270209418|gb|17113-18697(+)
2539548885	mge|2633.1|13446-13803(-)
HUZ612660.9180	mge|2030.1|6850-7708(+)
423_071706.2899	gi|5730257|emb|19736-20186(+)
651115877	mge|2489.1|22783-24520(-)
650432833	gi|238558566|gb|3542-3995(+)
HUZ239360.32022	gi|823079903|gb|107-2234(+)
CHARM018_V1.21108	mge|2087.1|19595-20849(-)
2514526822	mge|2293.1|1179-1914(-)
2514526091	mge|2667.1|13039-13945(+)
2511724773	mge|2693.1|814614-815565(+)
2539291755	gi|738492433|gb|27183-28311(+)
HUZ649701.52075	mge|2087.1|0-1563(-)
414_050806.2830	mge|2428.1|2755-5014(-)
VM033.18158	gi|148763412|gb|11005-11470(+)
CHARM018_V2.37710	gi|270209610|gb|9494-11456(+)
CHARM110_V2.27768	gi|402760744|gb|36245-37421(-)
HUZ270021.25694	gi|428670858|emb|27557-27746(+)
2536313852	gi|428670858|emb|4847-5924(+)
HUZ239423.15651	gi|50261575|gb|33267-34509(+)
2602375325	gi|62086025|gb|25882-26860(-)
646292540	gi|62086025|gb|25882-26860(-)
644320857	gi|62086025|gb|25882-26860(-)
SRS017700.128-T1-C	gi|78675276|dbj|162734-163394(-)
HUZ646173.37283	gi|815007748|gb|20540-21866(-)
HUZ620284.25703	gi|919050038|gb|36338-37919(+)
HMPREF0358_1355	mge|2067.1|27098-28145(-)
CHARM018_V2.66600	mge|2070.1|8107-8305(+)
2520354182	mge|2222.1|16410-16782(-)
HMPREF9694_02050	mge|2222.1|16410-16782(-)
CHARM180_V2.38378	mge|2410.1|13179-14286(-)
HUZ648786.57246	mge|2455.1|37153-39088(-)
HUZ240763.2554	mge|2459.1|34817-35165(+)
CHARM066_V2.53686	mge|2485.1|24004-25567(-)
HUZ239360.21886	mge|2654.1|23992-25555(-)
2512480683	mge|2654.1|23992-25555(-)
HUZ636416.8404	mge|2693.1|527472-530103(-)
SRS055298.2914-T1-C	mge|2693.1|680265-681918(-)
CHARM066_V2.63829	mge|2693.1|847551-848640(-)
HMPREF9689_00926	mge|2696.1|10826-11042(-)
HUZ432163.73249	mge|2708.1|19698-20097(-)
648678607	mge|2654.1|23992-25555(-)
CHARM126_V1.17847	gi|807197662|gb|21989-22997(+)
650087823	mge|2693.1|8238611-8241194(-)
HUZ252652.7026	gi|62086025|gb|25882-26860(-)
648805999	mge|2455.1|31668-33030(-)
HUZ644927.2755	mge|2693.1|6543911-6545102(+)
HUZ252652.7323	mge|2124.1|17113-17497(+)
CHARM066_V2.1396	mge|2249.1|6460-7969(-)
HUZ636460.60907	mge|2124.1|1141-1693(+)
VM319.69876	mge|2124.1|1141-1693(+)
648017040	mge|2672.1|25223-25889(-)
2512390681	mge|2693.1|8447530-8448484(+)
VM027.13635	mge|2633.1|14376-15288(-)
HUZ270021.41493	gi|823079903|gb|2354-3545(+)
HUZ437972.44163	mge|2124.1|16835-17114(+)
EMO9W8D3.18458	mge|2276.1|22060-22750(+)
HUZ252644.46499	gi|408732219|gb|2403-4467(-)
CHARM154_V2.9677	mge|2249.1|6460-7969(-)
648681074	mge|2762.1|8640-12438(+)
HUZ648375.21042	mge|2693.1|6559315-6560335(+)
2539990655	gi|62086025|gb|25882-26860(-)
EM06W5D5.491	gi|62086025|gb|25882-26860(-)
HUZ436911.34463	mge|2276.1|25650-26241(+)
HUZ270021.28295	gi|13346831|gb|8599-9358(+)
HMPREF0297_1539	mge|2428.1|2755-5014(-)
2638610774	mge|2090.1|70093-71551(+)
2535596287	gi|119225778|dbj|40248-41895(+)
651017703	gi|974131680|gb|32037-32220(-)
414_050806.63475	mge|2111.1|8172-9603(+)
HUZ239360.59875	mge|2137.1|0-1068(-)
CHARM018_V2.49518	mge|2455.1|31668-33030(-)
2595357065	mge|2615.1|1671-1878(+)
SRS014466.27-T1-C	mge|2693.1|692359-694339(-)
2514649398	mge|2693.1|8238611-8241194(-)
HUZ612660.215	gi|451939597|gb|48403-49819(+)
HUZ647004.61729	mge|2667.1|8121-9750(-)
647042106	gi|270209543|gb|9800-10100(+)
HUZ433604.7771	gi|921957946|gb|39297-40050(+)
HUZ252652.11994	mge|2090.1|71567-73100(+)
CHARM066_V2.65689	mge|2177.1|1339-4105(+)
642721393	gi|339507959|gb|16876-17326(+)
2512480087	gi|7248462|gb|17627-18050(+)
CHARM018_V2.31397	mge|2693.1|5835641-5837273(-)
2520353613	mge|2746.1|46469-47324(-)
2600966378	mge|2249.1|6460-7969(-)
650088257	mge|2693.1|8223014-8224475(-)
HUZ237575.24828	gi|1007010187|gb|37854-38103(-)
CHARM144_V2.25995	gi|226823036|gb|14952-17865(+)
HMP40_W6D2.17436	gi|310004946|gb|102951-104391(+)
2507124396	gi|974131144|gb|43064-43205(-)
EMO9W8D7.18569	mge|2276.1|10055-11417(+)
HUZ648786.4841	mge|2368.1|18227-19517(+)
CHARM154_V1.6662	mge|2654.1|23992-25555(-)
HUZ436167.6117	mge|2693.1|6541786-6543883(+)
414_050806.56513	mge|2693.1|720778-723265(-)
CHARM018_V2.58368	mge|2693.1|8238611-8241194(-)
HMPREF0693_0515	mge|2271.1|23832-25578(-)
CHARM018_V2.24823	mge|2364.1|11257-11836(+)
LBGG_02252	gi|428670858|emb|10057-12304(+)
CHARM018_V2.21599	mge|2455.1|46001-47252(-)
HUZ237575.45574	mge|2427.1|12192-12651(-)
2512481399	mge|2657.1|7175-7505(+)
HMPREF9689_01152	mge|2497.1|13407-14712(+)
CHARM198_V1.16368	gi|1001942081|gb|131489-132374(+)
HUZ235500.14043	gi|314912616|gb|130-652(+)
HUZ239114.9373	gi|314912616|gb|130-652(+)
414_050806.54078	mge|2236.1|2892-4332(+)
2600968649	mge|2457.1|0-198(-)
HUZ243262.3325	mge|2719.1|12990-13386(+)
2507117885	mge|2763.1|18218-18491(-)
HMPREF9694_05394	mge|2337.1|6788-7280(+)
HUZ620284.53904	gi|148763412|gb|11005-11470(+)
HMPREF9694_00998	gi|392505800|gb|35758-36034(+)
CHARM018_V2.41794	mge|2087.1|0-1563(-)
HUZ647004.66506	mge|2090.1|55208-56324(+)
AYAC06W6D6.10244	mge|2293.1|19266-20172(-)
HUZ433604.4241	mge|2693.1|7141030-7142923(+)
414_050806.59254	mge|2693.1|720778-723265(-)
647041929	mge|2753.1|15364-16942(-)
2539291787	mge|2152.1|19320-20331(+)
2597908264	mge|2459.1|15825-16479(-)
HMPREF0693_3705	mge|2059.1|1984-2794(-)
HUZ658058.4087	gi|38731416|gb|21089-22025(+)
651624157	gi|1033016275|gb|8823-10149(-)
HMPREF0358_4983	gi|113715669|gb|37396-38191(+)
HUZ612660.1518	gi|190014409|emb|20394-20967(+)
HUZ621105.8694	gi|238558566|gb|32497-33664(-)
648780822	gi|343178336|emb|87710-88634(+)
CHARM066_V2.25268	gi|354997037|gb|10771-14539(+)
HUZ432163.71102	gi|823079678|gb|2836-5299(-)
HUZ270022.42377	mge|2555.1|13702-14524(+)
2514650390	mge|2693.1|497320-497686(-)
HUZ237575.53221	mge|2693.1|5360231-5362220(+)
HUZ619089.25853	mge|2693.1|5981099-5983595(+)
HUZ239360.51960	mge|2693.1|6222880-6224527(+)
HUZ650302.51594	mge|2693.1|6560419-6563488(-)
VM031.12236	mge|2693.1|6560419-6563488(-)
414_050806.14022	mge|2693.1|6904201-6904996(-)
HUZ239360.15900	mge|2693.1|6904201-6904996(-)
SRS055298.4502-T1-C	mge|2761.1|14216-16529(+)
CHARM010_V1.14545	mge|2087.1|19595-20849(-)
647042826	gi|270209153|gb|16999-17809(+)
HMPREF0693_3016	mge|2410.1|10288-10960(-)
2529738170	mge|2455.1|31668-33030(-)
2600969099	mge|2455.1|31668-33030(-)
HUZ436911.53301	gi|755258722|gb|2748-4302(+)
445_020507.145	mge|2249.1|6460-7969(-)
2530617960	mge|2695.1|13748-14204(-)
CHARM066_V1.49772	mge|2393.1|24317-25952(-)
SRS055298.201-T1-C	mge|2461.1|23786-24374(+)
HUZ269100.13453	mge|2489.1|22783-24520(-)
642721722	mge|2693.1|8444200-8446504(-)
401_022506.2108	mge|2753.1|15364-16942(-)
HUZ243262.9424	gi|761545084|gb|37491-39663(-)
648802097	mge|2276.1|25650-26241(+)
2536322340	mge|2455.1|21859-23494(-)
423_072106.3311	mge|2693.1|6543911-6545102(+)
2517207630	mge|2693.1|814614-815565(+)
HMPREF9694_00970	mge|2699.1|40787-41027(+)
645520096	gi|62086025|gb|25882-26860(-)
2533891136	mge|2090.1|70093-71551(+)
HUZ647004.60926	mge|2124.1|1141-1693(+)
HUZ612660.29626	mge|2249.1|6460-7969(-)
642721930	mge|2680.1|24523-25129(+)
HUZ270021.58878	mge|2693.1|8238611-8241194(-)
2597909903	gi|62086025|gb|25882-26860(-)
646098928	gi|390607167|gb|77937-78519(+)
HUZ432163.35948	mge|2364.1|11257-11836(+)
2600967176	mge|2364.1|11257-11836(+)
CHARM180_V1.37825	mge|2591.1|5761-7975(-)
2533892468	mge|2636.1|46196-46850(+)
648783224	mge|2636.1|46196-46850(+)
HMPREF0305_11978	gi|641468695|gb|125296-125668(+)
HUZ270021.67642	gi|928542180|gb|7102-8038(+)
HUZ614244.19626	mge|2249.1|6460-7969(-)
401_022506.2702	mge|2335.1|17443-17662(-)
HUZ237575.48081	mge|2693.1|517302-518625(-)
CHARM018_V2.58330	mge|2693.1|778191-779163(-)
2515624289	mge|2264.1|34768-36118(+)
HUZ619089.21694	gi|320006194|gb|41773-42559(+)
HUZ421083.29348	gi|823079903|gb|2354-3545(+)
CHARM018_V2.38241	mge|2485.1|24004-25567(-)
2512477607	gi|823079903|gb|2354-3545(+)
CHARM126_V1.30469	gi|761545084|gb|37491-39663(-)
HMP40_W6D2.6827	mge|2428.1|10244-11387(-)
648801686	mge|2087.1|19595-20849(-)
HMPREF0693_3689	gi|317120268|gb|43295-43655(+)
CHARM198_V1.23754	mge|2155.1|16492-18775(-)
CHARM066_V1.16777	mge|2249.1|6460-7969(-)
HMPREF0358_4827	mge|2736.1|38841-39900(+)
HMPREF9689_05676	mge|2035.1|9192-10026(-)
CHARM018_V2.44903	gi|45504618|gb|15574-16984(+)
648314090	gi|823079903|gb|2354-3545(+)
HUZ649701.80135	gi|373429464|gb|27075-41820(+)
2539555094	gi|379979844|gb|25106-25388(+)
HUZ621105.3897	gi|451937037|gb|26321-26789(-)
CHARM018_V2.66845	gi|451937105|gb|21783-23145(-)
VM031.1360	gi|5730257|emb|5794-5983(+)
HUZ436544.57827	gi|723007181|gb|26754-27909(+)
CHARM144_V2.46943	gi|7248462|gb|11858-13736(+)
2535540510	gi|738492433|gb|29162-29444(+)
HUZ239420.33177	gi|953699450|gb|20729-21809(+)
HUZ605895.4497	gi|953699450|gb|20729-21809(+)
HUZ436911.31389	mge|2249.1|6460-7969(-)
CHARM110_V2.24149	mge|2276.1|10055-11417(+)
HUZ651102.54236	mge|2297.1|725-2669(-)
CHARM140_V2.6658	mge|2368.1|20221-21430(+)
CHARM170_V2.23788	mge|2455.1|20564-21689(-)
HMP40_W6D2.50958	mge|2485.1|13208-14129(-)
AYAC06W6D6.5979	mge|2657.1|14361-16890(-)
CHARM018_V1.2293	mge|2090.1|15959-17378(+)
HMPREF0693_3762	gi|505833817|gb|59250-60204(+)
CHARM018_V2.21009	mge|2455.1|31668-33030(-)
2546876552	mge|2087.1|15135-16017(-)
647365097	gi|62086025|gb|25882-26860(-)
650087752	gi|294478921|gb|45436-46231(+)
2514649008	mge|2672.1|12281-13142(-)
648678399	mge|2693.1|6543911-6545102(+)
645952413	mge|2693.1|6543911-6545102(+)
HUZ647004.68774	gi|723040945|gb|153698-154697(+)
HMPREF0358_1228	mge|2693.1|7672358-7673474(-)
CHARM066_V1.21167	mge|2485.1|24004-25567(-)
CHARM066_V2.20597	mge|2654.1|23992-25555(-)
HUZ621105.3907	gi|451937037|gb|19059-19488(-)
HUZ437268.58000	gi|732919863|gb|34451-35024(+)
HUZ619089.18072	mge|2124.1|19512-21174(+)
HUZ235500.34804	mge|2276.1|38754-40239(+)
HUZ647004.77044	mge|2455.1|37153-39088(-)
2511725265	mge|2693.1|7526372-7528430(+)
2539291768	mge|2152.1|3145-3682(-)
647850880	mge|2753.1|1612-2464(-)
2531199101	gi|402760677|gb|37884-38847(-)
CHARM066_V2.64261	mge|2693.1|6302490-6303531(-)
2638611500	gi|13346831|gb|8599-9358(+)
HUZ621105.15619	gi|238558566|gb|12866-14090(+)
CHARM066_V1.43397	mge|2654.1|23992-25555(-)
HMPREF9689_04425	gi|823079903|gb|107-2234(+)
HUZ252652.11913	mge|2308.1|29910-34035(+)
HMPREF9689_03451	mge|2270.1|6983-8543(+)
HMPREF1341_02018	gi|270209418|gb|18872-19775(+)
CHARM018_V2.63589	gi|110684521|gb|6107-9644(-)
HMPREF1341_01835	gi|323481889|gb|6883-7342(+)
HMP40_W6D2.45526	gi|374427788|gb|24345-25548(+)
CHARM010_V1.42017	mge|2693.1|8221391-8222957(-)
HUZ620284.58249	mge|2693.1|8238611-8241194(-)
HMPREF0358_4245	mge|2749.1|14203-14569(+)
HMPREF0693_3061	mge|2736.1|38841-39900(+)
EMO9W8D7.24263	mge|2249.1|6460-7969(-)
650310682	mge|2455.1|16211-16802(-)
645006902	mge|2455.1|64394-64874(-)
429_091606.2619	mge|2753.1|15364-16942(-)
HMP40_W6D2.17004	gi|5523999|gb|27187-27877(+)
2515626565	mge|2206.1|13459-13936(+)
HUZ621105.11872	mge|2485.1|24004-25567(-)
HUZ237575.12154	mge|2455.1|31668-33030(-)
650258551	gi|746947654|gb|21996-22335(-)
414_050806.29023	mge|2035.1|10049-10313(-)
HMPREF9689_05468	mge|2035.1|10049-10313(-)
648313625	mge|2087.1|19595-20849(-)
CHARM144_V2.19660	mge|2087.1|19595-20849(-)
HUZ432163.42531	mge|2276.1|14400-15642(+)
HUZ252644.54848	mge|2693.1|6541786-6543883(+)
HUZ433466.40266	mge|2693.1|6560419-6563488(-)
CHARM018_V2.16001	mge|2124.1|1141-1693(+)
HUZ649701.49166	mge|2124.1|1141-1693(+)
CHARM170_V1.45920	mge|2276.1|26841-29262(+)
645251755	mge|2693.1|814614-815565(+)
HMPREF0358_2808	mge|2716.1|4455-5313(-)
648017039	mge|2137.1|0-1068(-)
650183520	mge|2364.1|11257-11836(+)
2535539723	mge|2746.1|63411-64140(-)
HUZ437268.16289	gi|371781964|emb|44659-45313(-)
2530838852	mge|2276.1|25650-26241(+)
2535592250	mge|2636.1|46196-46850(+)
650244673	mge|2693.1|6543911-6545102(+)
HUZ237575.43500	mge|2090.1|70093-71551(+)
648047952	mge|2428.1|985-2362(-)
HMPREF9694_03821	gi|158514947|gb|608-1661(-)
HUZ651102.52262	gi|823080308|gb|59721-60252(+)
HMPREF9689_03540	gi|928541549|gb|58772-59726(+)
HUZ243262.11629	mge|2030.1|6245-6575(+)
CHARM144_V2.15889	mge|2087.1|19595-20849(-)
HMPREF9694_05415	mge|2193.1|11458-12253(+)
HUZ621105.9476	gi|38638842|emb|14856-15354(+)
HUZ605895.5041	gi|38731416|gb|21089-22025(+)
HUZ621105.25717	mge|2276.1|1761-3696(+)
648801688	mge|2276.1|25650-26241(+)
642722118	mge|2693.1|7526372-7528430(+)
2522076848	gi|823079903|gb|2354-3545(+)
HUZ612660.7057	gi|823079903|gb|2354-3545(+)
2616451100	gi|823079903|gb|2354-3545(+)
647446515	mge|2753.1|15364-16942(-)
423_071706.4599	gi|5730257|emb|43443-43629(+)
HUZ421083.33033	mge|2087.1|19595-20849(-)
HUZ252644.14899	mge|2308.1|1508-2066(-)
SRS011355.2242-T1-C	mge|2693.1|7672358-7673474(-)
CHARM010_V1.10802	mge|2364.1|11257-11836(+)
